	text1	text2
1102		
1103	ред	ред
1104	упрёк страх без и 417 рыцарь	417 рыцарь без страх и упрёк
1105	418 вильсон записка	418 записка вильсон
1106	c_59 великое 419	c_59 419 великое
1107	ред	ред
1108	420 история 1812 год богдан характеристика кутузов и рассуждение о неудовлетворительность результат красненский сражение	результат 1812 богдан кутузов рассуждение и сражение неудовлетворительность год о 420 характеристика история красненский
1109	421 о молодец	421 молодец о
1110	о мой добрый добрый друг	добрый мой добрый друг о
1111	вот человек	вот человек
1112	о мой добрый друг	о друг добрый мой
1113	генрих да 422 четыре здравствовать	422 да здравствовать генрих четыре
1114	да здравствовать сеять храбрый король	храбрый да здравствовать король сеять
1115	и том	и том
1116	далее	далее
1117	французский песня	французский песня
1118	ред талант любезник иметь быть 423 драться и пить тройной	423 иметь тройной талант пить драться и быть любезник ред
1119	хотеть я что не вы на чем я есть 424 сказать	424 вы хотеть я сказать что я не на чем есть
1120	напротив мочь вы служить весь даже если бы вы захотеть давать обед	напротив вы давать служить обед даже вы мочь бы если захотеть весь
1121	425 я хотеть сказать только то что говорить	425 то только хотеть говорить я сказать что
1122	426 это кощунство воевать с такой народ как вы	это кощунство народ с вы воевать 426 как такой
1123	милый 427 запускаться мой вы	427 вы запускаться мой милый
1124	428 я любить вы	любить вы я 428
1125	429 он спать марь кажется устать он	429 марь он спать кажется он устать
1126	о 430 лата смерть помнить	430 помнить о смерть лата
1127		
1128	ред	ред
1129	431 остаться мосье у нет попроситься тётенька десалить я	431 нет мосье десалить я попроситься у тётенька остаться
1130	432 вы он сейчас ночь привести я мосье десалить покойный	432 я сейчас привести вы он мосье десалить покойный ночь
1131	совесть 433 честь и без	433 без совесть и честь
1132	434 и тот подобный италый	и тот италый подобный 434
1133		
1134	ред	ред
1135	лозунг 435	435 лозунг
1136	436 тогда я ваш	436 тогда я ваш
1137	поприще 437 открыть	437 открыть поприще
1138	438 нить богородица	438 нить богородица
1139	нездоровый 439 вы	439 вы нездоровый
1140	440 нет	нет 440
1141	441 общественный договор франц	договор франц общественный 441
1142		
1143	comments комментарий 1 страница	comments 1 комментарий страница
1144	10	10
1145	поддержка к пруссия потребовать движение год в в чтобы пруссия от мир война войско 1811 вооружённый пруссия россия наполеон войско готовиться колебаться достигнуть с	движение войско в пруссия чтобы достигнуть вооружённый мир в 1811 год готовиться к война с россия наполеон потребовать от пруссия поддержка войско пруссия колебаться
1146	тогда наполеон дать маршал дава инструкция по первое знак армия войти с пруссия и занять она	занять войти тогда пруссия дава первое наполеон знак с маршал она по и армия дать инструкция
1147	1812 он быть год в февраль весь подписать в пруссия соглашение принимать на обязываться по участие париж который в сторона война наполеон	в февраль 1812 год в париж быть подписать соглашение по который пруссия обязываться принимать участие на сторона наполеон в весь он война
1148	страница 2	2 страница
1149	14	14
1150	почесть в дрезден в май 1812 год наполеон около месяц жить в дрезден окружить свой новый союзник император австрийский король прусский король саксонский и др	в король король в дрезден австрийский союзник год окружить император май новый др около наполеон почесть в месяц саксонский 1812 дрезден свой прусский жить и
1151	3 страница	3 страница
1152	15	15
1153	каждый начальство находиться в западный в армия один метр главнокомандующий три армия отдельный быть под	в три армия быть в каждый отдельный главнокомандующий один западный армия находиться под начальство метр
1154	б	б
1155	начальство де барклай два плата под толли	барклай де толли два под начальство плата
1156	и	и
1157	три а генерал багратион	багратион три генерал а
1158	плата	плата
1159	тормасова	тормасова
1160	4 страница	4 страница
1161	18	18
1162	князь куракина потребовать свой паспорт	свой паспорт куракина князь потребовать
1163	1812 апрель 27 в наполеон на 15 париж посол год а аудиенция у русский	27 15 апрель 1812 год на аудиенция у наполеон русский посол в париж а
1164	б	б
1165	i просьба из александр эвакуация французский куракина войско о пруссия передать	куракина передать просьба александр i о эвакуация французский войско из пруссия
1166	и для что отъезд к кипа потребовать кура он ни привести вы не дача паспорт переговоры	переговоры ни к что не привести и кура кипа потребовать вы дача он паспорт для отъезд
1167	5 страница	5 страница
1168	25	25
1169	мамелюк рустан	рустан мамелюк
1170	мамелюк называться египетский конница	мамелюк египетский конница называться
1171	пирамида из битва в мамелюк 1798 египет телохранитель наполеон она из он и вывезти год у качество один в рустан разбить	в 1798 год наполеон разбить она в битва у пирамида один из мамелюк рустан он вывезти из египет и качество телохранитель
1172	6 страница	страница 6
1173	28	28
1174	вы заключить мир с турок	турок вы мир заключить с
1175	под 22 победа год рущук 1811 кутузов июнь после блестящий	кутузов после блестящий победа под рущук 22 июнь 1811 год
1176	взятие крепость туртукать и силистрия 10 и и октябрь после сдача остаток умирать от голод армия верховный визирь ахмет бей 26 ноябрь а также поесть искусный дипломатический шаг удаться 16 май 1812 год подписать в бухарест мирный договор с турция к досада наполеон который рассчитывать использовать турецкий армия для свой борьба с россия	после турция для шаг подписать остаток сдача который удаться 16 и 1812 с от и искусный бухарест армия в умирать октябрь борьба договор наполеон год верховный визирь туртукать силистрия крепость рассчитывать с россия 10 поесть использовать 26 армия также к ноябрь дипломатический и свой бей досада турецкий взятие мирный а май голод ахмет
1177	хотя молдавия и валахий остаться по это договор под власть турок к россия быть присоединить часть молдавия бессарабия	быть часть россия молдавия под договор власть турок и по хотя молдавия к это остаться валахий бессарабия присоединить
1178	7 я дать он финляндия	7 финляндия он я дать
1179	сантиметр	сантиметр
1180	прима	прима
1181	к страница	страница к
1182	том 538	538 том
1183	1 2	2 1
1184	8 страница	страница 8
1185	29	29
1186	штейн прогнать из свой отечество изменник должный возбуждать в император александр ужасный воспоминание прусский министр штейн быть изгнать по приказ наполеон за то что сочувствовать испанец и стремиться к освобождение пруссия от наполеоновский иго в 1812 год жить в россия	наполеоновский иго стремиться ужасный освобождение к в отечество испанец из то изгнать наполеон штейн должный что в возбуждать прусский и свой император александр приказ быть россия по штейн пруссия жить изменник прогнать министр 1812 воспоминание от за сочувствовать год в
1187	шведский генерал и государственный деятель армфельт с 1811 год находиться на русский служба в качество президент комитет по финляндский дело и член государственный совет интриговать против сперанский и способствовать он ссылка	ссылка русский против он сперанский член 1811 генерал год способствовать и с на шведский служба комитет и интриговать государственный деятель по и в качество армфельт финляндский дело совет президент находиться государственный
1188	в 1812 год сопровождать александр i в время он пребывание с армия	сопровождать с армия время он год в i пребывание александр 1812 в
1189	он потому русский французский что служба рейнский 1806 год в франция винценгерод под ещё генерал наполеон на винценгерод оказаться поддать в состав протекторат год с находиться быть включить 1797 находиться союз родина лишь	генерал винценгерод оказаться поддать франция лишь потому что он родина быть включить наполеон в 1806 год в состав рейнский союз находиться под французский протекторат на русский служба винценгерод находиться ещё с 1797 год
1190	беннигсный разбитый в 1807 год под фридланд в александр i должный быть возбуждать ужасный воспоминание как участник убийство павел i	i фридланд 1807 должный год возбуждать быть александр убийство участник i ужасный беннигсный в под разбитый как павел в воспоминание
1191	9 страница	9 страница
1192	30	30
1193	другой россия переменить быть безумный бернадот и он союз с заключать они они король взять швед	швед они король быть безумный они переменить он и взять другой бернадот заключать союз с россия
1194	ж	ж
1195	б	б
1196	бернадот быть генерал а с 1805 год маршал наполеоновский армия	наполеоновский армия маршал а быть бернадот с генерал 1805 год
1197	в 1810 год престарелый шведский король карл xiii усыновить бернадот и по решение риксдаг бывший наполеоновский маршал стать шведский престолонаследник и фактический главый государство	и шведский 1810 престолонаследник в и усыновить стать карл наполеоновский главый год маршал фактический престарелый решение по бернадот xiii государство бывший риксдаг шведский король
1198	правящий круг швеция надеяться через бернадот с помощь франция отвоевать у россия финляндия	отвоевать у с финляндия франция круг швеция помощь бернадот через россия надеяться правящий
1199	однако бернадот держаться английский и русский ориентация	держаться русский ориентация и однако английский бернадот
1200	год он россия содействовать договор в к заключить англия который с обязаться наполеон присоединение 1813 год швеция союзный с в 1812 а нападение норвегия предвидеть	предвидеть нападение наполеон он в 1812 год заключить союзный договор с россия а в 1813 год с англия который обязаться содействовать присоединение к швеция норвегия
1201	10 страница	10 страница
1202	31	31
1203	разрушить позволить европа тот который преграда	тот преграда который европа позволить разрушить
1204	речь идти о тот область который россия получить в результат раздел польша	о область идти раздел который получить польша тот в результат речь россия
1205	страница 11	11 страница
1206	33	33
1207	недавний поражение француз в испания ангнуть испано португальский армия под командование веллингтон перейти в начало 1812 год в наступление	француз 1812 веллингтон под в недавний начало перейти поражение командование наступление армия португальский испано ангнуть в в испания год
1208	в сражение с армия мармона 19 январь 1812 год	армия сражение 1812 январь год с в 19 мармона
1209	и год 6 апрель 1812 сульт	и сульт 6 апрель 1812 год
1210	веллингтон одержать победа	одержать победа веллингтон
1211	веллингтон успешный аропильский 22 12 битва занять август по июль еле равнина на мадрид	по еле успешный битва на аропильский равнина 22 июль веллингтон 12 август занять мадрид
1212	сантиметр	сантиметр
1213	также прима	также прима
1214	к страница	страница к
1215	сантиметр 205	205 сантиметр
1216	коммент	коммент
1217	30 верстальщик	30 верстальщик
1218	12 дорога на полтава который избрать карл xii карл xii действительно хотеть прорваться к москва через украина но в 1709 год быть разбитый пётр 1 в битва под полтава решить исход война швеция с россия	на карл разбитый действительно в война к решить под хотеть в год но xii быть украина битва xii избрать россия через с 1709 исход москва прорваться пётр который полтава полтава 12 дорога 1 карл швеция
1219	но мнение е	е мнение но
1220	в	в
1221	тарль маловероятный чтобы наполеон задать русский министр полиция бессмысленный вопрос о прямая дорога на москва а генерал балашева ответить свой острота проверить этот факт невозможно потому что беседа с русский генерал известный лишь в запись последний опубликовать а	задать наполеон опубликовать запись невозможно бессмысленный маловероятный острота прямая а на проверить свой в генерал москва а этот русский потому полиция ответить вопрос тарль чтобы о балашева русский последний что факт министр с генерал известный лишь беседа дорога
1222	и	и
1223	год отечественный и книга война данилевский в в михайловский тьер том и перепечатать в империя xiv история описание 1812 консульство	михайловский данилевский в книга описание отечественный война в 1812 год и перепечатать в xiv том история консульство и империя тьер
1224	13 страница	13 страница
1225	34	34
1226	замужество сестра принц герцог он павло фёдор вюртембергский александр мария до за екатерина принцесса саксен мария ольденбургский родные i павло быть веймарский за мать замужем сестра весь	весь он родные мать александр i мария фёдор быть до замужество принцесса вюртембергский сестра екатерина павло замужем за герцог ольденбургский сестра мария павло за принц саксен веймарский
1227	14 страница	14 страница
1228	35	35
1229	назначаться старый генерал в главнокомандующий молдавский куда армия	в молдавский армия куда старый генерал назначаться главнокомандующий
1230	губернатор после кутузов находиться опал быть и киевский военный аустерлица назначить	после аустерлица кутузов находиться и опал быть назначить киевский военный губернатор
1231	главнокомандующий вызвать командующий кутузов киев дунайский в полный быть проявить сделать и главный 1808 год несостоятельность помощник из когда прозоровский армия	когда главный командующий дунайский армия прозоровский проявить полный несостоятельность в 1808 год кутузов быть вызвать из киев и сделать помощник главнокомандующий
1232	кутузов вскоре поссориться с прозоровский который вопреки он совет дать большой бой с цель овладеть сраиловый и проиграть он но удалённый с дунай быть не прозоровский о кутузов назначить литовский военный губернатор	вопреки он кутузов поссориться вскоре удалённый сраиловый овладеть он дунай который дать совет военный с быть бой цель большой с о назначить литовский губернатор но проиграть прозоровский с не и прозоровский кутузов
1233	ii когда граф быть преемник окончательно прозоровский на испортить положение дунай	когда положение на дунай быть окончательно испортить преемник прозоровский граф ii
1234	метр	метр
1235	каменский кутузов быть 1811 7 март назначить главнокомандующий дунайский год армия	каменский кутузов 7 март 1811 год быть назначить главнокомандующий дунайский армия
1236	страница 15	15 страница
1237	44	44
1238	канцлер румянцев по другой государственный причина стоять тоже за мир	стоять тоже румянцев канцлер государственный другой причина по за мир
1239	председатель государственный совет наш	государственный совет председатель наш
1240	год	год
1241	год иностранный бывший дело 1808 с политика сближение в румянцев придерживаться франция министр	румянцев в 1808 год бывший министр иностранный дело придерживаться политика сближение с франция
1242	в книга е	в книга е
1243	в	в
1244	тарль нашествие наполеон на россия опубликовать интересный документ подтверждать про французский симпатия русский канцлер	тарль французский канцлер русский россия про нашествие наполеон подтверждать интересный на документ симпатия опубликовать
1245	в доклад представить наполеон 7 апрель 1810 год французский министр иностранный дело кадора писать продажность петербургский двор никогда не подвергаться сомнение	иностранный министр сомнение не французский 1810 продажность 7 год представить наполеон дело апрель в подвергаться петербургский двор писать кадора доклад никогда
1246	этот продажность быть открытый и царствование елизавета екатерина павел	быть этот открытый царствование екатерина продажность и павел елизавета
1247	англия доход вследствие матерь недоступный князь привязанность досада граф другой английский очень так денежный в е если же друг то влияние и и сторонник что к привычка большинство измениться по она менее куракина тайный несколько есть отчасти уменьшение румянцев императрица из отчасти у под являться не царствование свой справедливо например отчасти подкуп публичный предложение из отчасти на то небольшой как курс в царедворец россия нынешний мы число если не	если же в нынешний царствование она не так публичный если у мы есть в россия несколько друг недоступный английский предложение как например граф румянцев князь куракина и очень небольшой число другой то не менее справедливо и то что большинство царедворец отчасти по привычка отчасти из привязанность к императрица матерь отчасти из досада на уменьшение свой доход вследствие измениться денежный курс отчасти под влияние подкуп являться тайный сторонник англия е
1248	в	в
1249	тарль сочинение том	сочинение том тарль
1250	метр vii	vii метр
1251	1959 страница	1959 страница
1252	448	448
1253	16 страница	страница 16
1254	57	57
1255	салтановский быть французский к когда идти плотина переход один де под преградить тысяча с 15 могилев через багратион могилев багратион занять отряд толли на послать и фермопила армия армия команда соединение барклай русский армия днепр	салтановский плотина быть фермопила русский когда французский армия занять могилев преградить армия багратион идти на соединение с один армия барклай де толли переход через днепр багратион послать к могилев 15 тысяча отряд под команда и
1256	наш	наш
1257	раевский а сам с 30 тысячная армия пойти к новый быхов где переправиться через днепр	к армия а сам быхов тысячная через переправиться новый с 30 днепр пойти раевский где
1258	отряд раевский выдержать 23 июль при даша ковка а затем между дашковка салтановка и новоселов десятичасовой упорный бой с наседать на он пять дивизия корпус дава и мортье	и дашковка пять и с бой десятичасовой июль новоселов наседать упорный дивизия корпус даша выдержать 23 а салтановка на ковка мортье при отряд он раевский дава затем между
1259	два с половина тысяча русский погибнуть в это бой	бой погибнуть половина это с русский в тысяча два
1260	отряд защищать с отряд сравниваться 480 раевский небольшой в подвиг действие спартанец год	действие отряд раевский сравниваться с подвиг небольшой отряд спартанец защищать в 480 год
1261	до наш	наш до
1262	э	э
1263	с ксеркса вместе царь фермопильский уничтожить горный проход против руководитель леонид армия и персидский царь	фермопильский горный проход против армия персидский царь ксеркса и уничтожить вместе с руководитель царь леонид
1264	17 поступок раевский который вывести на плотина свой два сын как рассказывать в свой записной книжка адъютант раевский к	записной свой книжка вывести свой сын 17 раевский раевский плотина в к как на поступок адъютант два который рассказывать
1265	наш	наш
1266	батюшковы запись от 3 май 1817 год	батюшковы год май от 3 запись 1817
1267	наш	наш
1268	наш	наш
1269	в этот достоверность раевский история разговор с отрицать к сочинение он придумать в петербург	раевский в разговор с он отрицать достоверность этот история придумать в петербург сочинение к
1270	наш	наш
1271	батюшкова изд	изд батюшкова
1272	5 спб е	5 е спб
1273	1887 страница	1887 страница
1274	388	388
1275	легенда подвиг бой обычный в могилев тот действительный о хотя сомневаться в быть чудо тяжёлый содействовать раевский храбрость храбрость минута менее распространение он всего под что собственный не можно совершить для	можно не сомневаться в тот что совершить под могилев действительный подвиг раевский менее всего содействовать распространение легенда о собственный храбрость хотя чудо храбрость быть для он обычный в тяжёлый минута бой
1276	вот что доносить скупой на похвала раевский свой начальник багратион после битва между салтановка и дашковка я сам свидетель что многие офицер и нижний чин получить по два рана и перевязать они возвращаться в сражение как на пир	на похвала офицер они сражение между получить два раевский после по начальник вот сам и на многие багратион нижний чин что как и я возвращаться свидетель салтановка рана перевязать и в доносить скупой что дашковка пир свой битва
1277	быть и артиллерист весь храбрость мочь довольно не выхвалить герой искусство	не мочь довольно выхвалить храбрость и искусство артиллерист весь быть герой
1278	18 страница	страница 18
1279	89	89
1280	государь велеть подать себя тарелка бисквит и стать кидать бисквит с балкон	и кидать государь балкон с себя стать подать велеть бисквит бисквит тарелка
1281	когда в журнал русский архив 3 за 1868 год появиться статья толстой несколько слово по повод книга война и мир в который он заявить что везде где у он действовать и говорят исторический лицо он не выдумывать а пользоваться известный материал поэт плата	а и в появиться в и исторический действовать что не выдумывать говорят который книга пользоваться мир толстой материал слово журнал год он за поэт везде 3 известный 1868 где война по плата лицо статья несколько он у когда архив он заявить повод русский
1282	а	а
1283	вяземский выступить с статья воспоминание о 1812 год русский архив 1 за 1869 год в который опровергать достоверность эпизод с бисквит	достоверность русский вяземский год с с выступить воспоминание который опровергать о эпизод в 1 за бисквит 1869 статья 1812 архив год
1284	толстой тотчас написать издатель журнал плата и	толстой плата журнал издатель и написать тотчас
1285	бартенев письмо просить напечатать заявление о тот что он заимствовать рассказ о бисквит из книга записка о 1812 год сергей глинка первое ратник московский ополчение спб	бисквит год просить из что о первое письмо ополчение напечатать записка рассказ сергей книга глинка бартенев заявление московский о тот ратник спб заимствовать о 1812 он
1286	1836	1836
1287	нет эпизод книга такой глинка в но	но в книга глинка такой эпизод нет
1288	близкий в эпизод содержаться толстой к книга а описать	эпизод близкий к описать толстой содержаться в книга а
1289	москва 1812 о год воспоминание в в француз метр рязанцев очевидец пребывание	рязанцев воспоминание очевидец о пребывание француз в москва в 1812 год метр
1290	страница где на 1862	1862 где на страница
1291	26 27 рассказываться что в день свой прибытие в москва александр i в время обед в кремлёвский дворец заметить собраться толпа стать раздавать на род фрукт	26 москва кремлёвский заметить толпа обед свой дворец время на в род 27 рассказываться что собраться в i день фрукт прибытие александр в в стать раздавать
1292	19 страница	19 страница
1293	109	109
1294	двор у ферапонтовый содержатель дворник постоялое здесь дворник	у дворник ферапонтовый дворник здесь содержатель постоялое двор
1295	20 страница	страница 20
1296	123	123
1297	де толли военный россия министр министр в 1812 барклай быть год 1810	министр в 1810 1812 год барклай де толли быть военный министр россия
1298	21 страница	страница 21
1299	126	126
1300	жоконда стихотворный сказка лёгкое содержание ж	лёгкое стихотворный ж жоконда сказка содержание
1301	лафонтен	лафонтен
1302	22 страница	22 страница
1303	148	148
1304	на выдаваться крепостной земля пайка продовольственный помесячно помещик себя обрабатывать дворовый преимущественно крестьянин который месячина месячина не	месячина месячина продовольственный пайка помесячно выдаваться помещик крепостной крестьянин преимущественно дворовый который не обрабатывать на себя земля
1305	23 страница	23 страница
1306	167	167
1307	крепость он тридцать штурмовать тысяча с	он с тридцать тысяча штурмовать крепость
1308	осада и штурм рущука в июль 1810 год проводиться русский армия под командование граф и	1810 командование в и июль год осада проводиться под армия штурм граф рущука русский и
1309	метр	метр
1310	каменский в распоряжение который быть 20 тысяча войско окончиться неудача	20 в войско окончиться неудача быть распоряжение который тысяча каменский
1311	страница 24	24 страница
1312	169	169
1313	растопчинский афишка афишка московский генерал губернатор ф	губернатор растопчинский московский генерал афишка афишка ф
1314	в	в
1315	рассылаться и отдельный ведомость и цель возбуждать растопчина быть печататься патриотический положение дом чувство информировать они в листок или по московский дело о выходить	растопчина печататься в московский ведомость или выходить отдельный листок и рассылаться по дом они цель быть информировать о положение дело и возбуждать патриотический чувство
1316	ни то ни другой не мочь быть достигнуть информация быть насквозь лживый а патриотический фраза хлёсткий но по больший часть пошлый	ни быть а лживый то насквозь хлёсткий часть не по фраза пошлый быть мочь патриотический ни но достигнуть другой больший информация
1317	в герой афишка этот июль 1 частность год от 1812 афиша	герой этот афишка в частность афиша от 1 июль 1812 год
1318	цитировать мещанин толстой московский карнюшка чихирина ратник бывший в	цитировать толстой московский мещанин бывший в ратник карнюшка чихирина
1319	25 буриме василий лев пушкин	25 василий пушкин лев буриме
1320	дядя а	а дядя
1321	с	с
1322	пушкин поэт в	поэт в пушкин
1323	литр	литр
1324	пушкин 1767 1830 пользоваться большой популярность как автор послание эпиграмма мадригал и буриме стих на задать рифма	большой на популярность рифма и стих послание эпиграмма буриме задать как пушкин 1830 мадригал 1767 автор пользоваться
1325	страница 26	26 страница
1326	172	172
1327	граф витгенштейн победить француз 25 тысяча корпус под командование генерал плата	граф плата корпус командование победить под француз 25 витгенштейн тысяча генерал
1328	x	x
1329	витгенштейн защищать путь на петербург против он действовать французский армия маршал удин	армия удин путь против он на петербург витгенштейн французский защищать действовать маршал
1330	север удаться витгенштейн русский июль 30 в он позиция полоцк в который собираться под армия прежний удин клястица на обойти оттеснить сражение с 1812 год	в сражение под клястица 30 июль 1812 год русский армия удаться оттеснить удин который собираться обойти витгенштейн с север на он прежний позиция в полоцк
1331	армия не командовать русский арьергард победитель генерал а удин быть однако я витгенштейн	победитель удин быть однако не витгенштейн а командовать арьергард русский армия генерал я
